Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
95020,2024-04-01,2000.0,2025-03-31,1623.0,-0.1885
31160,2024-04-01,2560.0,2025-03-31,1988.5,-0.2232421875
72020,2024-04-01,2077.0,2025-03-31,2016.5,-0.029128550794415023
94350,2024-04-01,28195.0,2025-03-31,38550.0,0.36726369923745344
95030,2024-04-01,2205.0,2025-03-31,1772.5,-0.1961451247165533
45280,2024-04-01,2488.5,2025-03-31,1602.5,-0.35603777375929274
50200,2024-04-01,726.0,2025-03-31,782.3,0.07754820936639112
51100,2024-04-01,1885.0,2025-03-31,1883.0,-0.0010610079575596816
72700,2024-04-01,3460.0,2025-03-31,2645.0,-0.23554913294797689
63260,2024-04-01,2402.5,2025-03-31,1831.0,-0.23787721123829345
